fm4;http://mp3stream1.apasf.apa.at:8000
BBC1;http://bbc.co.uk/radio/listen/live/r1_aaclca.pls
DasDing;http://swr.ic.llnwd.net:80/stream/swr_mps_m_dasdinga
Planet;http://mp3.planetradio.de/planetradio/hqlivestream.mp3
SWR3;http://swr-mp3-m-swr3.akacast.akamaistream.net/7/720/137136/v1/gnl.akacast.akamaistream.net/swr-mp3-m-swr3
DF;http://stream.dradio.de/7/249/142684/v1/gnl.akacast.akamaistream.net/dradio_mp3_dlf_m
swr3;www.swr3.de
